timestamp,entity_id,entity_type,device_id,device_fingerprint,source_ip,geo_location,lat,lon,resource_accessed,auth_method,session_duration,command_sequence,login_success,pattern,signal_type,label,day,flag_impossible_travel,flag_brute_force,flag_lateral_movement,flag_new_device,flag_odd_hour,flag_mismatched_fingerprint,flag_coldstart,rule_flag_count,split,anomaly_score,sequence_score,risk_score,predicted_pattern,model_confidence,explanation
2026-06-26 16:33:07.141426,user_005,user,dev_f9b3e8b7,macOS-14.5|75:10:A1:CD:89:21,133.79.225.27,Indore,22.71541953485428,75.84068959091582,customer_crm,biometric,7.7,login->list_dir->modify_permissions->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.708,0.141,26.7,normal_baseline,0.009,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 17:47:07.141426,edge_009,edge_device,dev_e4d7a279,Ubuntu-22.04|FF:E2:1A:68:88:43,211.20.32.200,Lagos,6.540351541265284,3.425200613702889,file_share,certificate,4.7,login->write_file->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.785,0.055,26.7,normal_baseline,0.001,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, unusually many distinct resources touched recently"
2026-06-26 11:16:07.141426,svc_000,service_account,dev_10415fc8,FirmwareRTOS-3.2|34:9A:3D:15:B1:DB,179.84.73.134,Bengaluru,12.934879894332864,77.58577646618413,customer_crm,token,1.0,login->download->read_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.744,0.106,26.7,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 10:49:07.141426,user_003,user,dev_a674381c,Windows11-23H2|B9:62:23:17:74:94,98.169.91.118,Hyderabad,17.416591442914616,78.47624279945694,customer_crm,biometric,23.7,login->list_dir->write_file->download->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.706,0.147,26.7,normal_baseline,0.002,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 20:01:07.141426,edge_006,edge_device,dev_cd615978,Android-14|14:59:F0:E2:8E:5C,185.172.254.167,Hyderabad,17.422713375701107,78.44996033677549,sensor_gateway,certificate,4.1,login->download->list_dir->modify_permissions->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.746,0.101,26.7,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 15:32:07.141426,user_007,user,dev_201b0f5e,Android-14|4E:51:D8:20:C5:C3,182.136.40.203,Mumbai,19.027223656834472,72.87501441675627,email_server,biometric,11.5,login->download->write_file->read_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.678,0.172,26.7,normal_baseline,0.011,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 01:34:07.141426,edge_001,edge_device,dev_18d558d1,Ubuntu-22.04|73:C2:E6:E2:98:DB,17.74.236.1,Lagos,6.486642755255553,3.393250060381267,vpn_gateway,certificate,5.5,login->download->modify_permissions->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.785,0.054,26.7,normal_baseline,0.002,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-10 22:46:07.141426,user_008,user,dev_ea704c0e,FirmwareRTOS-3.2|39:96:DE:50:E8:01,43.109.84.0,Singapore,1.3521,103.8198,finance_db,biometric,20.0,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-10,False,False,False,False,False,False,False,0,train,0.07,0.027,26.6,low_and_slow_exfiltration,0.971,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 09:21:07.141426,user_034,user,dev_5eec1331,iOS-17.4|6D:20:D4:D0:A9:EE,152.12.121.217,Delhi,28.70035884967053,77.10440924082717,customer_crm,biometric,11.8,login->download->modify_permissions->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.73,0.106,26.6,normal_baseline,0.008,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 08:36:07.141426,edge_003,edge_device,dev_58c47991,FirmwareRTOS-3.2|93:90:E8:24:77:87,170.164.208.109,Bengaluru,12.9968953905355,77.58817661201913,vpn_gateway,certificate,3.2,login->list_dir->download->read_file->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.765,0.074,26.6,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 00:19:07.141426,svc_004,service_account,dev_ab2ac988,FirmwareRTOS-3.2|61:2B:7B:D0:FA:7B,131.243.128.56,Moscow,55.738656552522166,37.62713628802176,analytics_dash,certificate,3.0,login->download->write_file->list_dir->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.749,0.092,26.6,normal_baseline,0.002,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-09 16:12:07.141426,user_032,user,dev_23a6e39b,Android-14|E9:44:ED:A2:E2:DA,108.69.220.191,Mumbai,19.10467267217636,72.84050673918901,customer_crm,biometric,7.5,login->write_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-07-09,False,False,False,False,False,False,False,0,train,0.043,0.093,26.6,low_and_slow_exfiltration,0.947,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-14 18:57:07.141426,user_025,user,dev_ed012bdb,FirmwareRTOS-3.2|CC:A8:8E:23:8E:B3,65.19.56.31,Bengaluru,12.97342336293333,77.61036408281595,hr_portal,password,31.8,login->read_file->write_file->download->modify_permissions->logout,True,normal_baseline,Benign,normal_baseline,2026-07-14,False,False,False,False,False,False,False,0,train,0.443,0.636,26.6,normal_baseline,0.111,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 21:36:07.141426,edge_006,edge_device,dev_cd615978,Android-14|14:59:F0:E2:8E:5C,33.95.88.91,Hyderabad,17.378339940560274,78.4522489034424,file_share,certificate,1.0,login->read_file->modify_permissions->list_dir->download->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.737,0.107,26.6,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 08:48:07.141426,edge_003,edge_device,dev_58c47991,FirmwareRTOS-3.2|93:90:E8:24:77:87,177.184.9.93,Bengaluru,12.980383408488647,77.60747826020592,vpn_gateway,certificate,1.0,login->read_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.762,0.075,26.6,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-02 00:17:07.141426,user_032,user,dev_23a6e39b,Android-14|E9:44:ED:A2:E2:DA,213.175.252.210,Mumbai,19.076,72.8777,finance_db,biometric,12.5,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-02,False,False,False,False,False,False,False,0,train,0.007,0.14,26.6,low_and_slow_exfiltration,0.948,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-13 09:56:07.141426,user_031,user,dev_b8a29b33,iOS-17.4|FD:CC:7C:4B:02:36,215.71.208.228,London,51.5074,-0.1278,file_share,password,10.0,login->read_file->logout,True,insider_drift,Edge case,insider_drift,2026-07-13,False,False,False,False,False,False,False,0,train,0.023,0.061,26.6,insider_drift,0.991,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-05 23:34:07.141426,user_030,user,dev_20af96f4,macOS-14.5|9E:73:65:4B:0C:17,1.223.131.109,Bengaluru,12.9716,77.5946,finance_db,password,17.5,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-05,False,False,False,False,False,False,False,0,train,0.022,0.135,26.5,low_and_slow_exfiltration,0.93,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 00:53:07.141426,svc_000,service_account,dev_10415fc8,FirmwareRTOS-3.2|34:9A:3D:15:B1:DB,181.30.1.142,Bengaluru,13.006186017320896,77.56477840152778,billing_api,token,1.0,login->read_file->list_dir->download->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.738,0.1,26.5,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-18 10:28:07.141426,user_020,user,dev_59b79616,Windows11-23H2|9A:04:99:35:44:87,195.29.133.64,Moscow,55.75462559145791,37.626230730138815,finance_db,password,10.0,login->download->modify_permissions->write_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-07-18,False,False,False,False,False,False,False,0,eval,0.035,0.142,26.5,low_and_slow_exfiltration,0.91,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-13 19:39:07.141426,user_012,user,dev_d17bef2c,Ubuntu-22.04|75:22:10:A9:24:79,210.91.181.230,Indore,22.7342276050515,75.86950844122502,customer_crm,password,7.5,login->read_file->write_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-07-13,False,False,False,False,False,False,False,0,train,0.024,0.136,26.5,low_and_slow_exfiltration,0.929,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-21 09:21:07.141426,user_020,user,dev_59b79616,Windows11-23H2|9A:04:99:35:44:87,118.133.62.67,Moscow,55.75583953689512,37.647957467112725,code_repo,password,12.5,login->download->modify_permissions->list_dir->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-07-21,False,False,False,False,False,False,False,0,eval,0.005,0.112,26.5,low_and_slow_exfiltration,0.965,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-28 12:22:07.141426,user_028,user,dev_bcff0ebb,iOS-17.4|41:62:D7:C2:59:9A,144.79.155.66,Hyderabad,17.419917179405463,78.50115349649776,finance_db,biometric,33.0,login->read_file->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-28,False,False,False,False,False,False,True,0,train,0.721,0.392,26.5,normal_baseline,0.025,"Rules: Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 19:22:07.141426,user_039,user,dev_d9c93ba9,Android-14|3A:53:9F:37:0D:9F,156.151.227.7,Lagos,6.512768384735455,3.362089446241188,finance_db,password,5.0,login->list_dir->write_file->download->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.651,0.146,26.5,normal_baseline,0.053,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-25 14:59:07.141426,user_019,user,dev_ce4efb8e,macOS-14.5|04:EA:33:25:6D:87,80.161.125.94,Mumbai,19.08216019804435,72.8516431047295,email_server,password,10.0,login->download->list_dir->modify_permissions->logout,True,normal_baseline,Benign,normal_baseline,2026-07-25,False,False,False,False,False,False,False,0,eval,0.023,0.057,26.4,insider_drift,0.987,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-10 14:41:07.141426,user_012,user,dev_d17bef2c,Ubuntu-22.04|75:22:10:A9:24:79,203.36.185.244,Indore,22.7196,75.8577,sensor_gateway,password,10.0,login->read_file->logout,True,insider_drift,Edge case,insider_drift,2026-07-10,False,False,False,False,False,False,False,0,train,0.024,0.049,26.4,insider_drift,0.994,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 03:27:07.141426,svc_001,service_account,dev_7e31c017,iOS-17.4|FA:36:DD:B9:EB:4E,25.216.108.234,London,51.50953010802838,-0.1386539374780522,customer_crm,certificate,1.0,login->list_dir->write_file->read_file->download->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.737,0.1,26.4,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 17:07:07.141426,svc_006,service_account,dev_f58ce5fa,macOS-14.5|A9:B4:E8:8A:9C:80,184.129.248.108,Moscow,55.7835760020724,37.61018906657618,finance_db,certificate,2.2,login->list_dir->write_file->download->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.739,0.095,26.4,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-03 14:37:07.141426,user_018,user,dev_8457b576,macOS-14.5|29:D6:A1:85:68:A0,201.31.113.206,Indore,22.6952620657932,75.88496753027076,customer_crm,biometric,17.5,login->list_dir->read_file->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-07-03,False,False,False,False,False,False,False,0,train,0.023,0.13,26.4,low_and_slow_exfiltration,0.93,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-24 11:16:07.141426,user_008,user,dev_ea704c0e,FirmwareRTOS-3.2|39:96:DE:50:E8:01,192.242.92.168,Singapore,1.3640758877912382,103.83316680977435,finance_db,biometric,15.0,login->download->list_dir->write_file->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-07-24,False,False,False,False,False,False,False,0,eval,0.014,0.245,26.3,low_and_slow_exfiltration,0.841,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 14:40:07.141426,user_002,user,dev_e2d72963,Android-14|34:2F:C2:31:B7:B0,220.250.246.61,Singapore,1.358852053241504,103.81156246067756,admin_console,biometric,16.5,login->list_dir->download->modify_permissions->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.613,0.25,26.3,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 18:50:07.141426,svc_002,service_account,dev_04a7f17f,iOS-17.4|DF:89:A5:7D:2C:8E,130.167.132.217,New York,40.766392573878,-74.0180902772112,analytics_dash,certificate,3.0,login->list_dir->read_file->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.748,0.08,26.3,normal_baseline,0.001,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 07:22:07.141426,edge_003,edge_device,dev_58c47991,FirmwareRTOS-3.2|93:90:E8:24:77:87,166.220.189.119,Bengaluru,12.948897611611777,77.57726539533333,file_share,certificate,1.0,login->list_dir->modify_permissions->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.741,0.088,26.3,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 11:50:07.141426,user_031,user,dev_b8a29b33,iOS-17.4|FD:CC:7C:4B:02:36,194.57.121.15,London,51.49866970273469,-0.1063663925221882,admin_console,password,19.2,login->list_dir->download->modify_permissions->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.63,0.226,26.3,normal_baseline,0.002,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-20 10:18:07.141426,user_011,user,dev_c1f220b5,macOS-14.5|9F:CC:BF:E0:E7:3D,219.100.2.188,Bengaluru,12.96204708834792,77.56949729256053,email_server,password,12.5,login->list_dir->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-07-20,False,False,False,False,False,False,False,0,eval,0.004,0.107,26.3,low_and_slow_exfiltration,0.962,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-03 15:19:07.141426,user_030,user,dev_20af96f4,macOS-14.5|9E:73:65:4B:0C:17,42.88.128.152,Bengaluru,12.963943650380266,77.5824783233556,customer_crm,password,7.5,login->write_file->modify_permissions->read_file->download->logout,True,normal_baseline,Benign,normal_baseline,2026-07-03,False,False,False,False,False,False,False,0,train,0.051,0.226,26.2,low_and_slow_exfiltration,0.815,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-24 13:24:07.141426,user_033,user,dev_cf3b5e5d,macOS-14.5|F8:7A:8C:E1:27:92,200.208.58.182,Hyderabad,17.397731064137467,78.53315218450525,finance_db,password,7.5,login->download->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-07-24,False,False,False,False,False,False,False,0,eval,0.02,0.158,26.2,low_and_slow_exfiltration,0.902,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 21:35:07.141426,svc_008,service_account,dev_954eb861,Android-14|9A:07:40:8C:17:1B,195.233.198.51,Delhi,28.66441743866485,77.11304660158962,finance_db,certificate,1.0,login->list_dir->write_file->modify_permissions->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.74,0.084,26.2,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-09 17:17:07.141426,user_012,user,dev_d17bef2c,Ubuntu-22.04|75:22:10:A9:24:79,214.164.171.137,Indore,22.7196,75.8577,sensor_gateway,password,10.0,login->read_file->logout,True,insider_drift,Edge case,insider_drift,2026-07-09,False,False,False,False,False,False,False,0,train,0.024,0.041,26.2,insider_drift,0.991,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 19:12:07.141426,edge_009,edge_device,dev_e4d7a279,Ubuntu-22.04|FF:E2:1A:68:88:43,2.75.35.89,Lagos,6.501066156081214,3.4020103266969244,sensor_gateway,certificate,1.0,login->list_dir->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.737,0.085,26.1,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-06 00:10:07.141426,user_011,user,dev_c1f220b5,macOS-14.5|9F:CC:BF:E0:E7:3D,94.16.149.233,Bengaluru,12.9716,77.5946,finance_db,password,12.5,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-06,False,False,False,False,False,False,False,0,train,0.04,0.045,26.1,low_and_slow_exfiltration,0.969,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-24 14:46:07.141426,user_004,user,dev_7170fd37,iOS-17.4|6B:88:24:57:7D:53,97.177.65.80,Singapore,1.363410192912631,103.78458474481688,finance_db,biometric,30.6,login->download->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-07-24,False,False,False,False,False,False,False,0,eval,0.505,0.514,26.1,normal_baseline,0.127,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 19:44:07.141426,edge_007,edge_device,dev_55d8591f,iOS-17.4|D1:AA:A4:35:52:A8,136.133.48.66,Singapore,1.3728926465860225,103.79906974738483,sensor_gateway,certificate,6.3,login->read_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.747,0.067,26.1,normal_baseline,0.001,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 14:23:07.141426,user_004,user,dev_7170fd37,iOS-17.4|6B:88:24:57:7D:53,163.158.89.17,Singapore,1.3704663321200463,103.78838998792752,email_server,biometric,23.4,login->read_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.711,0.115,26.1,normal_baseline,0.002,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-12 23:22:07.141426,user_037,user,dev_f22dc323,FirmwareRTOS-3.2|8E:D7:81:29:F0:09,206.107.232.111,London,51.5074,-0.1278,finance_db,password,20.0,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-12,False,False,False,False,False,False,False,0,train,0.031,0.048,26.0,low_and_slow_exfiltration,0.969,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-03 22:16:07.141426,user_022,user,dev_79725030,Android-14|04:39:26:4C:12:BD,168.138.41.42,London,51.5074,-0.1278,finance_db,biometric,10.0,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-03,False,False,False,False,False,False,False,0,train,0.035,0.117,26.0,low_and_slow_exfiltration,0.91,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-27 08:38:07.141426,user_034,user,dev_5eec1331,iOS-17.4|6D:20:D4:D0:A9:EE,187.14.112.212,Delhi,28.6874125277541,77.09780841940763,hr_portal,biometric,11.9,login->download->modify_permissions->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-06-27,False,False,True,False,False,False,True,1,train,0.689,0.139,26.0,normal_baseline,0.001,"Rules: Access to resource outside usual pattern; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-27 12:44:07.141426,user_027,user,dev_cda22fab,Android-14|00:64:BA:DC:23:A9,22.52.90.34,London,51.49575877331814,-0.1198191171870694,hr_portal,biometric,17.0,login->read_file->list_dir->download->write_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-27,False,False,True,False,False,False,True,1,train,0.678,0.154,26.0,normal_baseline,0.0,"Rules: Access to resource outside usual pattern; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-11 01:16:07.141426,user_037,user,dev_f22dc323,FirmwareRTOS-3.2|8E:D7:81:29:F0:09,50.235.216.205,London,51.5074,-0.1278,finance_db,password,17.5,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-11,False,False,False,False,False,False,False,0,train,0.014,0.067,26.0,low_and_slow_exfiltration,0.973,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-07-17 13:06:07.141426,user_010,user,dev_1a507c80,FirmwareRTOS-3.2|28:2B:F8:23:40:41,142.50.53.52,Lagos,6.498537169124827,3.3906478062235137,customer_crm,password,17.2,login->modify_permissions->download->logout,True,normal_baseline,Benign,normal_baseline,2026-07-17,True,False,False,False,False,False,False,1,train,0.441,0.241,26.0,normal_baseline,0.168,"Rules: Impossible travel between logins | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 19:20:07.141426,user_039,user,dev_d9c93ba9,Android-14|3A:53:9F:37:0D:9F,129.207.122.254,Lagos,6.512853159685833,3.349000136588416,admin_console,password,17.6,login->list_dir->write_file->read_file->modify_permissions->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.712,0.102,26.0,normal_baseline,0.007,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, unusually many distinct resources touched recently"
2026-07-01 01:19:07.141426,user_020,user,dev_59b79616,Windows11-23H2|9A:04:99:35:44:87,217.147.241.108,Moscow,55.7558,37.6173,finance_db,password,5.0,login->list_dir->read_file->download->logout,True,low_and_slow_exfiltration,Anomaly,low_and_slow_exfiltration,2026-07-01,False,False,False,False,False,False,False,0,train,0.06,0.071,26.0,low_and_slow_exfiltration,0.925,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-27 09:09:07.141426,user_033,user,dev_cf3b5e5d,macOS-14.5|F8:7A:8C:E1:27:92,143.12.6.127,Hyderabad,17.39028963369903,78.48797404719531,hr_portal,password,17.2,login->read_file->download->modify_permissions->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-06-27,False,False,True,False,False,False,True,1,train,0.714,0.109,26.0,normal_baseline,0.0,"Rules: Access to resource outside usual pattern; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-26 10:20:07.141426,user_029,user,dev_ae34e202,FirmwareRTOS-3.2|A4:EE:E2:E2:6D:F2,3.212.53.105,Lagos,6.537706690690177,3.4233921115208474,code_repo,password,9.9,login->modify_permissions->download->write_file->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.684,0.108,25.9,normal_baseline,0.026,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-06-29 11:01:07.141426,user_011,user,dev_c1f220b5,macOS-14.5|9F:CC:BF:E0:E7:3D,146.2.233.118,Bengaluru,12.938228014822435,77.61577457059768,email_server,password,32.2,login->modify_permissions->read_file->logout,True,normal_baseline,Benign,normal_baseline,2026-06-29,False,False,False,False,False,False,False,0,train,0.413,0.64,25.9,normal_baseline,0.111,"No deterministic rule fired | Model attribution: session duration far from typical, new/unrecognized device"
2026-06-26 16:03:07.141426,user_007,user,dev_201b0f5e,Android-14|4E:51:D8:20:C5:C3,95.42.133.156,Mumbai,19.083809296998577,72.87563556494135,admin_console,biometric,14.2,login->modify_permissions->list_dir->read_file->download->logout,True,normal_baseline,Benign,normal_baseline,2026-06-26,False,False,False,True,False,False,True,1,train,0.636,0.2,25.9,normal_baseline,0.0,"Rules: Login from a new/unrecognized device; Limited history for this entity — scored against population baseline (cold start) | Model attribution: session duration far from typical, limited history for this entity (cold start)"
2026-07-20 07:02:07.141426,edge_004,edge_device,dev_e67e0e1a,iOS-17.4|48:24:1E:54:9D:93,222.181.160.190,Hyderabad,17.403666846084146,78.47964071538516,file_share,certificate,11.2,login->write_file->download->read_file->list_dir->logout,True,normal_baseline,Benign,normal_baseline,2026-07-20,False,False,False,False,True,False,False,1,eval,0.613,0.113,25.9,normal_baseline,0.094,"Rules: Login at an unusual hour for this entity | Model attribution: session duration far from typical, new/unrecognized device"
